text,pIC50,mol,num_atoms,logP
OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b5a0>,31,4.8311
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b610>,25,2.4247
CN(C)C(=O)Nc1cc(C(C)(C)C)on1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b680>,15,2.0656
O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CS2,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b6f0>,20,3.1504
CNC(=C[N+](=O)[O-])NCCSCc1nc[nH]c1C,0.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b760>,18,0.835919999999999
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b7d0>,26,3.3252
CCNc1cc(N)[n+]([O-])c(N)n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b840>,12,-0.688799999999999
CCCCNc1cc(N)[n+]([O-])c(N)n1,0.81,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b8b0>,14,0.0914000000000001
CCCCCCCCCCNc1cc(N)[n+]([O-])c(N)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b920>,20,2.432
Nc1cc(NC2CCCCC2)nc(N)[n+]1[O-],0.24,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b990>,16,0.624
CN(C)c1cc(N)[n+]([O-])c(N)n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ba00>,12,-1.0546
CCCN(CCC)c1cc(N)[n+]([O-])c(N)n1,0.31,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ba70>,16,0.5058
C=CCN(CC=C)c1cc(N)[n+]([O-])c(N)n1,0.88,<rdkit.Chem.rdchem.Mol object at 0x7f59a328bae0>,16,0.0578
CCCCN(CCCC)c1cc(N)[n+]([O-])c(N)n1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a328bb50>,18,1.286
Nc1cc(N(C2CCCCC2)C2CCCCC2)nc(N)[n+]1[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328bbc0>,22,2.3512
Nc1cc(N2CCOCC2)nc(N)[n+]1[O-],,<rdkit.Chem.rdchem.Mol object at 0x7f59a328bc30>,15,-1.284
Nc1cc(N2CCCC2)nc(N)[n+]1[O-],,<rdkit.Chem.rdchem.Mol object at 0x7f59a328bca0>,14,-0.5204
CCCCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328bd10>,27,5.46030000000001
CNc1cc(N)[n+]([O-])c(N)n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328bd80>,11,-1.0789
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328bdf0>,35,3.6778
CC(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328be60>,20,3.9728
CCCCCCCCc1ccc(C2C(=O)c3ccccc3C2=O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328bed0>,25,5.75240000000001
CCc1cc(CC)cc(C2C(=O)c3ccccc3C2=O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328bf40>,21,3.9742
CC(C)c1cc(C(C)C)cc(C2C(=O)c3ccccc3C2=O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c040>,23,5.09620000000001
CCCCCCCCN(C)N=Nc1[nH]cnc1C(N)=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c0b0>,20,2.7996
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c120>,27,4.2148
CSC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c190>,13,3.7686
CCC(=O)n1c(=O)[nH]cc(F)c1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c200>,13,-0.2741
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N,0.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c270>,20,0.8312
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1N,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c2e0>,22,1.6114
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N(C)C,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c350>,22,1.315
CCOP(=O)(OCC)SCS(=O)(=O)C(C)(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c3c0>,17,3.0715
CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c430>,17,3.1879
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c4a0>,35,7.79000000000001
FC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c510>,12,3.3751
CC(C)(C)c1ccc(C(N)=O)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c580>,13,2.083
CCOP(=O)(OCC)SCS(=O)C(C)(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c5f0>,16,3.4054
CC(C)c1ccccc1C(N)=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c660>,12,1.9089
COc1ccc(Cc2cnc(N)nc2N)cc1Br,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c6d0>,18,2.0029
Cc1cc(NC(=O)NC(=N)N)ccc1Cl,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c740>,15,1.66339
O=C1NC(=O)C2(CCCC2)C(=O)N1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c7b0>,13,-0.0872000000000001
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c820>,24,2.52992
CCSC1OC(CO)C(O)C(O)C1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c890>,14,-1.4606
O=NN(CCCl)C(=O)NC1CCCCC1O,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c900>,16,1.2217
Cc1cncc(N(C)C)n1,0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c970>,10,0.85102
CCCC1(CC)C(=O)NC(=O)N(C)C1=O,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a328c9e0>,15,0.8911
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ca50>,17,6.0925
Cc1ccccc1OC(=O)c1ccc(N)cc1O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328cac0>,18,2.50202
Cc1cccc(OC(=O)c2ccc(N)cc2O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328cb30>,18,2.50202
Cc1ccc(OC(=O)c2ccc(N)cc2O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328cba0>,18,2.50202
Cc1cccc(C)c1OC(=O)c1ccc(N)cc1O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328cc10>,19,2.81044
COc1ccccc1OC(=O)c1ccc(N)cc1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328cc80>,19,2.2022
COc1cccc(OC(=O)c2ccc(N)cc2O)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ccf0>,19,2.2022
CC(C)c1ccc(OC(=O)c2ccc(N)cc2O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328cd60>,20,3.317
CC(C)c1ccccc1OC(=O)c1ccc(N)cc1O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328cdd0>,20,3.317
Nc1cccc(OC(=O)c2ccc(N)cc2O)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ce40>,18,1.7758
Nc1ccc(OC(=O)c2ccc(N)cc2O)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ceb0>,18,1.7758
Nc1ccc(C(=O)Oc2ccccc2F)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328cf20>,18,2.3327
Nc1ccc(C(=O)Oc2cccc(F)c2)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328cf90>,18,2.3327
Nc1ccc(C(=O)Oc2ccc(F)cc2)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d000>,18,2.3327
Nc1ccc(C(=O)Oc2ccccc2Cl)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d070>,18,2.847
Nc1ccc(C(=O)Oc2cccc(Cl)c2)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d0e0>,18,2.847
Nc1ccc(C(=O)Oc2ccc(Cl)cc2)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d150>,18,2.847
Nc1ccc(C(=O)Oc2ccccc2Br)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d1c0>,18,2.9561
Nc1ccc(C(=O)Oc2cccc(Br)c2)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d230>,18,2.9561
Nc1ccc(C(=O)Oc2ccc(Br)cc2)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d2a0>,18,2.9561
Nc1ccc(C(=O)Oc2cccc(C(F)(F)F)c2)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d310>,21,3.2124
FC(F)(F)COC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d380>,17,3.9845
COC1C(Cl)C(Cl)C(Cl)C(Cl)C1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d3f0>,14,2.4596
COC1C(Cl)C(Cl)C(OC)C(Cl)C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d460>,14,2.4596
OCC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d4d0>,13,2.6455
COC1(C(F)(F)F)C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d540>,17,3.9845
Brc1cnccn1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d5b0>,7,1.2391
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d620>,22,3.2671
CNc1c(Cl)cccc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d690>,10,3.0351
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d700>,29,1.8761
Clc1ccc(Cl)c(N=C2NCCN2)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d770>,14,2.1737
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d7e0>,20,2.0115
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Cl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d850>,20,1.9024
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1I,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d8c0>,20,1.8536
ClC1=C(Cl)C2(Cl)C(Cl)=C(Cl)C3CC1C(Cl)C32,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d930>,16,5.2293
O=C(Nc1ccccc1)n1cc(F)c(=O)[nH]c1=O,0.18,<rdkit.Chem.rdchem.Mol object at 0x7f59a328d9a0>,18,0.7559
CNC(=O)n1cc(F)c(=O)[nH]c1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328da10>,13,-1.1368
Cn1nnnc1SCc1ccccc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a328da80>,14,1.5024
N#CC(C#N)=Cc1ccc(Br)o1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328daf0>,12,2.47266
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328db60>,40,3.4592
COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328dbd0>,58,3.01340000000001
CCC(C)C(NC(C)=O)C(N)=O,0.95,<rdkit.Chem.rdchem.Mol object at 0x7f59a328dc40>,12,0.0225000000000001
CCOC(=O)N=[N+]([O-])c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328dcb0>,14,2.4371
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328dd20>,30,-0.728319999999998
CC(C)(C)c1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328dd90>,27,6.62900000000001
CNc1ncnc2sccc12,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328de00>,11,1.733
O=[N+]([O-])c1ccc(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328de70>,32,-3.4023
O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1CCO,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328dee0>,23,2.0266
CC(=O)OCCN1C(=O)C(OC(C)=O)N=C(c2ccccc2)c2cc(Cl)ccc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328df50>,29,2.9763
CC(=O)OCCCN1C(=O)C(OC(C)=O)N=C(c2ccccc2)c2cc(Cl)ccc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328dfc0>,30,3.3664
CCOC1N=C(c2ccccc2)c2cc(Cl)ccc2N(CCCl)C1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e030>,25,4.1254
O=C1C(O)N=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1CCO,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e0a0>,25,1.0895
CCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e110>,33,3.2467
Oc1cc(Cl)c(Cl)c(Cl)c1O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e180>,11,3.058
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e1f0>,27,2.8907
ClC1C=CCC(Cl)C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e260>,9,2.7685
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e2d0>,16,4.19792
COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e340>,23,5.5911
COc1c(O)cc(Cl)c(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e3b0>,12,3.361
O=C(O)CCCN1C(=O)C=CC1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e420>,13,-0.2238
O=C(O)CCCCN1C(=O)C=CC1=O,0.68,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e490>,14,0.1663
O=C(O)CCCCCCCN1C(=O)C=CC1=O,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e500>,17,1.3366
CCOC(=O)CCN1C(=O)C=CC1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e570>,14,-0.1354
CCOC(=O)CCCCCN1C(=O)C=CC1=O,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e5e0>,17,1.0349
Oc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e650>,15,2.0701
Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e6c0>,18,6.853
Clc1cc(Cl)c2oc3cc(Cl)c(Cl)cc3c2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e730>,17,6.1996
Clc1cc(Cl)c2oc3c(Cl)c(Cl)ccc3c2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e7a0>,17,6.1996
Clc1cc2oc3c(Cl)c(Cl)ccc3c2cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e810>,17,6.1996
Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e880>,18,6.853
Clc1cc2oc3c(Cl)c(Cl)ccc3c2c(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e8f0>,18,6.853
Clc1cc2c(oc3c(Cl)c(Cl)ccc32)c(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e960>,18,6.853
O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328e9d0>,18,2.2657
OC(CCNC1CCCCC1)COc1cccc2ccccc12,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ea40>,23,3.8919
COc1nnc(OC)c2ccccc12,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328eab0>,14,1.647
Cc1ccnc2c(O)ccc(O)c12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328eb20>,13,1.95442
COc1ccc(O)c2ncccc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328eb90>,13,1.949
Oc1cccc2c(Cl)ccnc12,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ec00>,12,2.5938
COc1ccc(O)c2nccc(C)c12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ec70>,14,2.25742
O=C1CCc2cccc3c2N1CC3,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ece0>,13,1.5219
Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ed50>,16,2.0098
Nc1nc(N)nc(-c2cc(Cl)ccc2F)n1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a328edc0>,16,1.4955
Nc1nc(N)nc(-c2cc(Cl)ccc2Br)n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ee30>,16,2.1189
Nc1nc(N)nc(-c2cc(F)ccc2Br)n1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328eea0>,16,1.6046
Nc1nc(N)nc(-c2cc(Br)ccc2Br)n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ef10>,16,2.228
Nc1nc(N)nc(-c2cc(Br)ccc2Cl)n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ef80>,16,2.1189
Nc1nc(N)nc(-c2ccc(Cl)cc2Cl)n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328eff0>,16,2.0098
Nc1nc(N)nc(-c2ccc(Cl)cc2Br)n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f060>,16,2.1189
Nc1nc(N)nc(-c2c(Cl)cccc2Cl)n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f0d0>,16,2.0098
Nc1nc(N)nc(-c2cc(F)ccc2Cl)n1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f140>,16,1.4955
Nc1nc(N)nc(-c2cc(Br)ccc2F)n1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f1b0>,16,1.6046
CC(=O)N(C)CCOC(=O)c1ccccc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f220>,16,1.3217
COCCOC(=O)c1ccccc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f290>,13,1.4898
OCc1cccc(I)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f300>,9,1.7835
CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f370>,32,3.5227
O=[N+]([O-])c1cnc(Cl)[nH]1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f3e0>,9,0.9713
O=NN1CCC(Cl)C(Cl)C1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f450>,10,1.5883
O=NN1CCC(Br)C(Br)C1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f4c0>,10,1.9005
COc1cc(S(=O)(=O)CCO)cc(OC)c1OC,0.33,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f530>,18,0.4784
C=CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f5a0>,18,1.6721
COc1cc(S(=O)(=O)CCN2CCCCC2)cc(OC)c1OC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f610>,23,1.972
COc1cc(S(=O)(=O)CCN2CCOCC2)cc(OC)c1OC,0.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f680>,23,0.8183
CCCC(C)C1(CC)C(=O)NC(=O)N(C)C1=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f6f0>,17,1.5272
COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f760>,22,3.10474
COC(=O)c1ccccc1S(N)(=O)=O,0.76,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f7d0>,14,0.1206
COc1ccc(C(=O)N2CCCCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f840>,16,2.3213
COCCOCCOc1ccccc1OCCOCCOC,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f8b0>,22,1.7702
COCCOCCOCCOc1ccccc1OCCOCCOCCOC,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f920>,28,1.8034
ClC1=C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328f990>,12,4.1188
CCc1cnc2cccc(C)n2c1=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fa00>,14,1.56532
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fa70>,22,3.0588
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fae0>,22,4.40412
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fb50>,30,3.3532
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fbc0>,20,1.84434
Cc1ssc(=O)c1-c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fc30>,13,3.14522
CC(C)NC(=O)NN,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fca0>,8,-0.4323
CCNC(=O)NC(=O)C(C#N)=NOC,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fd10>,14,-0.64192
CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fd80>,26,-0.315199999999998
Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fdf0>,28,4.34244
CCNCC(F)(F)F,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fe60>,8,1.1582
Cn1c(=O)c(=O)n(C)c2ccccc21,0.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a328fed0>,14,0.237199999999999
C=C(CC(=O)c1ccc(-c2ccccc2Cl)cc1)C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ff40>,21,4.2206
CC(=O)Nc1ccc(C(N)=O)cc1,0.18,<rdkit.Chem.rdchem.Mol object at 0x7f59a3298040>,13,0.7439
CC(=O)Nc1cccc(C#N)c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32980b0>,12,1.51668
COc1ccc(NC(=O)NC(=N)N)cc1,0.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a3298120>,15,0.71017
N=C(N)NC(=O)Nc1ccc(Cl)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3298190>,14,1.35497
COc1cc(NC(=O)NC(=N)N)ccc1C#N,0.26,<rdkit.Chem.rdchem.Mol object at 0x7f59a3298200>,17,0.58185
CC1CCCC(c2ccccc2)(N2CCCCC2)C1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3298270>,19,4.5779
C[N+](C)(C)CC1CSCO1,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a32982e0>,10,0.7821
CC1CC(OC(=O)COc2ccc(F)cc2)CC(C)(C)C1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3298350>,21,3.9625
Cn1nnnc1SCC1=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a32983c0>,39,0.7798
CC(C)CC(N)C(=O)NC(C(=O)NC(CC(C)C)C(=O)O)C(C)C,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a3298430>,24,1.1161
COC(=O)Cc1ccsc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32984a0>,10,1.4636
O=C(CN1CCCCC1)Nc1ccc(Br)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3298510>,17,2.8735
O=C(CN1CCCCC1)Nc1ccc(I)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3298580>,17,2.7156
O=C(CN1CCCCC1)Nc1ccccc1F,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32985f0>,17,2.2501
O=C(CN1CCCCC1)Nc1ccccc1Br,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3298660>,17,2.8735
O=C(CN1CCCCC1)Nc1cccc(F)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32986d0>,17,2.2501
